Internet Archive ID,BHL Item ID,BHL Page ID,Sequence,Page Number,Page Type,Has Illustration
mobot31753002397781,6311,2911967,185,Page 181,Text,No
mobot31753002397781,6311,2911968,186,Page 182,Text,No
mobot31753002397781,6311,2911969,187,Page 183,Text,No
mobot31753002397781,6311,2911970,188,Page 184,Text,No
mobot31753002397781,6311,2911971,189,Page 185,Text,No
mobot31753002397781,6311,2911972,190,Page 186,Text,No
mobot31753002397781,6311,2911973,191,Page 187,Text,No
mobot31753002397781,6311,2911974,192,Page 188,Text,No
mobot31753002397781,6311,2911975,193,Page 189,Text,No
mobot31753002397781,6311,2911976,194,Page 190,Text,No
mobot31753002397781,6311,2911977,195,Page 191,Text,No
mobot31753002397781,6311,2911978,196,Page 192,Text,No
mobot31753002397781,6311,2911979,197,Page 193,Text,No
mobot31753002397781,6311,2911980,198,Page 194,Text,No
mobot31753002397781,6311,2911981,199,Page 195,Text,No
mobot31753002397781,6311,2911982,200,Page 196,Text,No
mobot31753002397781,6311,2911983,201,Page 197,Text,No
mobot31753002397781,6311,2911984,202,Page 198,Text,No
mobot31753002397781,6311,2911985,203,Page 199,Text,No
mobot31753002397781,6311,2911986,204,Page 200,Text,No
mobot31753002397781,6311,2911987,205,Page 201,Text,No
mobot31753002397781,6311,2911988,206,Page 202,Text,No
mobot31753002397781,6311,2911989,207,Page 203,Text,No
mobot31753002397781,6311,2911990,208,Page 204,Text,No
mobot31753002397781,6311,2911991,209,Page 205,Text,No
mobot31753002397781,6311,2911992,210,Page 206,Text,No
mobot31753002397781,6311,2911993,211,Page 207,Text,No
mobot31753002397781,6311,2911994,212,Page 208,Text,No
mobot31753002397781,6311,2911995,213,Page 209,Text,No
mobot31753002397781,6311,2911996,214,Page 210,Text,No
mobot31753002397781,6311,2911997,215,Page 211,Text,No
mobot31753002397781,6311,2911998,216,Page 212,Text,No
mobot31753002397781,6311,2911999,217,Page 213,Text,No
mobot31753002397781,6311,2912000,218,Page 214,Text,No
mobot31753002397781,6311,2912001,219,Page 215,Text,No
mobot31753002397781,6311,2912002,220,Page 216,Text,No
mobot31753002397781,6311,2912003,221,Page 217,Text,No
mobot31753002397781,6311,2912004,222,Page 218,Text,No
mobot31753002397781,6311,2912005,223,Page 219,Text,No
mobot31753002397781,6311,2912006,224,Page 220,Text,No
mobot31753002397781,6311,2912007,225,Page 221,Text,No
mobot31753002397781,6311,2912008,226,Page 222,Text,No
mobot31753002397781,6311,2912009,227,Page 223,Text,No
mobot31753002397781,6311,2912010,228,Page 224,Text,No
mobot31753002397781,6311,2912011,229,Page 225,Text,No
mobot31753002397781,6311,2912012,230,Page 226,Text,No
mobot31753002397781,6311,2912013,231,Page 227,Text,No
mobot31753002397781,6311,2912014,232,Page 228,Text,No
mobot31753002397781,6311,2912015,233,Page 229,Text,No
mobot31753002397781,6311,2912016,234,Page 230,Text,No
mobot31753002397781,6311,2912017,235,Tab. XXII,"Text, Illustration",Yes
mobot31753002397781,6311,2912018,236,,"Text, Illustration",Yes
mobot31753002397781,6311,2912019,237,Page 231,Text,No
mobot31753002397781,6311,2912020,238,Page 232,Text,No
mobot31753002397781,6311,2912021,239,Page 233,Text,No
mobot31753002397781,6311,2912022,240,Page 234,Text,No
mobot31753002397781,6311,2912023,241,Page 235,Text,No
mobot31753002397781,6311,2912024,242,Page 236,Text,No
mobot31753002397781,6311,2912025,243,Page 237,Text,No
mobot31753002397781,6311,2912026,244,Page 238,Text,No
mobot31753002397781,6311,2912027,245,Page 239,Text,No
mobot31753002397781,6311,2912028,246,Page 240,Text,No
mobot31753002397781,6311,2912029,247,Page 241,Text,No
mobot31753002397781,6311,2912030,248,Page 242,Text,No
mobot31753002397781,6311,2912031,249,Page 243,Text,No
mobot31753002397781,6311,2912032,250,Page 244,Text,No
mobot31753002397781,6311,2912033,251,Page 245,Text,No
mobot31753002397781,6311,2912034,252,Page 246,Text,No
mobot31753002397781,6311,2912035,253,Page 247,Text,No
mobot31753002397781,6311,2912036,254,Page 248,Text,No
mobot31753002397781,6311,2912037,255,Page 249,Text,No
mobot31753002397781,6311,2912038,256,Page 250,Text,No
mobot31753002397781,6311,2912039,257,Page 251,Text,No
mobot31753002397781,6311,2912040,258,Page 252,Text,No
mobot31753002397781,6311,2912041,259,Page 253,Text,No
mobot31753002397781,6311,2912042,260,Page 254,Text,No
mobot31753002397781,6311,2912043,261,Page 255,Text,No
mobot31753002397781,6311,2912044,262,Page 256,Text,No
mobot31753002397781,6311,2912045,263,Page 257,Text,No
mobot31753002397781,6311,2912046,264,Page 258,Text,No
mobot31753002397781,6311,2912047,265,Page 259,Text,No
mobot31753002397781,6311,2912048,266,Page 260,Text,No
mobot31753002397781,6311,2912049,267,Page 261,Text,No
mobot31753002397781,6311,2912050,268,Page 262,Text,No
mobot31753002397781,6311,2912051,269,Page 263,Text,No
mobot31753002397781,6311,2912052,270,Page 264,Text,No
mobot31753002397781,6311,2912053,271,Page 265,Text,No
mobot31753002397781,6311,2912054,272,Page 266,Text,No
mobot31753002397781,6311,2912055,273,Page 267,Text,No
mobot31753002397781,6311,2912056,274,Page 268,Text,No
mobot31753002397781,6311,2912057,275,Page 269,Text,No
mobot31753002397781,6311,2912058,276,Page 270,Text,No
mobot31753002397781,6311,2912059,277,Page 271,Text,No
mobot31753002397781,6311,2912060,278,Page 272,Text,No
mobot31753002397781,6311,2912061,279,Page 273,Text,No
mobot31753002397781,6311,2912062,280,Page 274,Text,No
mobot31753002397781,6311,2912063,281,Page 275,Text,No
mobot31753002397781,6311,2912064,282,Page 276,Text,No
mobot31753002397781,6311,2912065,283,Page 277,Text,No
mobot31753002397781,6311,2912066,284,Page 278,Text,No
mobot31753002397781,6311,2912067,285,Page 279,Text,No
mobot31753002397781,6311,2912068,286,Page 280,Text,No
mobot31753002397781,6311,2912069,287,Page 281,Text,No
mobot31753002397781,6311,2912070,288,Page 282,Text,No
mobot31753002397781,6311,2912071,289,Page 283,Text,No
mobot31753002397781,6311,2912072,290,Page 284,Text,No
mobot31753002397781,6311,2912073,291,Page 285,Text,No
mobot31753002397781,6311,2912074,292,Page 286,Text,No
mobot31753002397781,6311,2912075,293,Page 287,Text,No
mobot31753002397781,6311,2912076,294,Page 288,Text,No
mobot31753002397781,6311,2912077,295,Page 289,Text,No
mobot31753002397781,6311,2912078,296,Page 290,Text,No
mobot31753002397781,6311,2912079,297,Page 291,Text,No
mobot31753002397781,6311,2912080,298,Page 292,Text,No
mobot31753002397781,6311,2912081,299,Page 293,Text,No
mobot31753002397781,6311,2912082,300,Page 294,Text,No
mobot31753002397781,6311,2912083,301,Page 295,Text,No
mobot31753002397781,6311,2912084,302,Page 296,Text,No
mobot31753002397781,6311,2912085,303,Page 297,Text,No
mobot31753002397781,6311,2912086,304,Page 298,Text,No
mobot31753002397781,6311,2912087,305,Page 299,Text,No
mobot31753002397781,6311,2912088,306,Page 300,Text,No
mobot31753002397781,6311,2912089,307,Page 301,Text,No
mobot31753002397781,6311,2912090,308,Page 302,Text,No
mobot31753002397781,6311,2912091,309,Page 303,Text,No
mobot31753002397781,6311,2912092,310,Page 304,Text,No
mobot31753002397781,6311,2912093,311,Page 305,Text,No
mobot31753002397781,6311,2912094,312,Page 306,Text,No
mobot31753002397781,6311,2912095,313,Page 307,Text,No
mobot31753002397781,6311,2912096,314,Page 308,Text,No
mobot31753002397781,6311,2912097,315,Page 309,Text,No
mobot31753002397781,6311,2912098,316,Page 310,Text,No
mobot31753002397781,6311,2912099,317,Page 311,Text,No
mobot31753002397781,6311,2912100,318,Page 312,Text,No
mobot31753002397781,6311,2912101,319,Page 313,Text,No
mobot31753002397781,6311,2912102,320,Page 314,Text,No
mobot31753002397781,6311,2912103,321,Page 315,Text,No
mobot31753002397781,6311,2912104,322,Page 316,Text,No
mobot31753002397781,6311,2912105,323,Page 317,Text,No
mobot31753002397781,6311,2912106,324,Page 318,Text,No
mobot31753002397781,6311,2912107,325,Page 319,Text,No
mobot31753002397781,6311,2912108,326,Page 320,Text,No
mobot31753002397781,6311,2912109,327,Page 321,Text,No
mobot31753002397781,6311,2912110,328,Page 322,Text,No
mobot31753002397781,6311,2912111,329,Page 323,Text,No
mobot31753002397781,6311,2912112,330,Page 324,Text,No
mobot31753002397781,6311,2912113,331,Page 325,Text,No
mobot31753002397781,6311,2912114,332,Page 326,Text,No
mobot31753002397781,6311,2912115,333,Page 327,Text,No
mobot31753002397781,6311,2912116,334,Page 328,Text,No
mobot31753002397781,6311,2912117,335,Page 329,Text,No
mobot31753002397781,6311,2912118,336,Page 330,Text,No
mobot31753002397781,6311,2912119,337,Page 331,Text,No
mobot31753002397781,6311,2912120,338,Page 332,Text,No
mobot31753002397781,6311,2912121,339,Page 333,Text,No
mobot31753002397781,6311,2912122,340,Page 334,Text,No
mobot31753002397781,6311,2912123,341,Page 335,Text,No
mobot31753002397781,6311,2912124,342,Page 336,Text,No
mobot31753002397781,6311,2912125,343,Page 337,Text,No
mobot31753002397781,6311,2912126,344,Page 338,Text,No
mobot31753002397781,6311,2912127,345,Page 339,Text,No
mobot31753002397781,6311,2912128,346,Page 340,Text,No
mobot31753002397781,6311,2912129,347,Page 341,Text,No
mobot31753002397781,6311,2912130,348,Page 342,Text,No
mobot31753002397781,6311,2912131,349,Page 343,Text,No
mobot31753002397781,6311,2912132,350,Page 344,Text,No
mobot31753002397781,6311,2912133,351,Page 345,Text,No
mobot31753002397781,6311,2912134,352,Page 346,Text,No
mobot31753002397781,6311,2912135,353,Page 347,Text,No
mobot31753002397781,6311,2912136,354,Page 348,Text,No
mobot31753002397781,6311,2912137,355,Page 349,Text,No
mobot31753002397781,6311,2912138,356,Page 350,Text,No
mobot31753002397781,6311,2912139,357,Page 351,Text,No
mobot31753002397781,6311,2912140,358,Page 352,Text,No
mobot31753002397781,6311,2912141,359,Page 353,Text,No
mobot31753002397781,6311,2912142,360,Page 354,Text,No
mobot31753002397781,6311,2912143,361,Page 355,Text,No
mobot31753002397781,6311,2912144,362,Page 356,Text,No
mobot31753002397781,6311,2912145,363,Page 357,Text,No
mobot31753002397781,6311,2912146,364,Page 358,Text,No
mobot31753002397781,6311,2912147,365,Page 359,Text,No
mobot31753002397781,6311,2912148,366,Page 360,Text,No
mobot31753002397781,6311,2912149,367,Page 361,Text,No
mobot31753002397781,6311,2912150,368,Page 362,Text,No
mobot31753002397781,6311,2912151,369,Page 363,Text,No
mobot31753002397781,6311,2912152,370,Page 364,Text,No
mobot31753002397781,6311,2912153,371,Page 365,Text,No
mobot31753002397781,6311,2912154,372,Page 366,Text,No
mobot31753002397781,6311,2912155,373,Page 367,Text,No
mobot31753002397781,6311,2912156,374,Page 368,Text,No
mobot31753002397781,6311,2912157,375,Page 369,Text,No
mobot31753002397781,6311,2912158,376,Page 370,Text,No
mobot31753002397781,6311,2912159,377,Page 371,Text,No
mobot31753002397781,6311,2912160,378,Page 372,Text,No
mobot31753002397781,6311,2912161,379,Page 373,Text,No
mobot31753002397781,6311,2912162,380,Page 374,Text,No
mobot31753002397781,6311,2912163,381,Page 375,Text,No
mobot31753002397781,6311,2912164,382,Page 376,Text,No
mobot31753002397781,6311,2912165,383,Page 377,Text,No
mobot31753002397781,6311,2912166,384,Page 378,Text,No
mobot31753002397781,6311,2912167,385,Page 379,Text,No
mobot31753002397781,6311,2912168,386,Page 380,Text,No
mobot31753002397781,6311,2912169,387,Page 381,Text,No
mobot31753002397781,6311,2912170,388,Page 382,Text,No
mobot31753002397781,6311,2912171,389,Page 383,Text,No
mobot31753002397781,6311,2912172,390,Page 384,Text,No
mobot31753002397781,6311,2912173,391,Page 385,Text,No
mobot31753002397781,6311,2912174,392,Page 386,Text,No
mobot31753002397781,6311,2912175,393,Page 387,Text,No
mobot31753002397781,6311,2912176,394,Page 388,Text,No
mobot31753002397781,6311,2912177,395,Page 389,Text,No
mobot31753002397781,6311,2912178,396,Page 390,Text,No
mobot31753002397781,6311,2912179,397,Page 391,Text,No
mobot31753002397781,6311,2912180,398,Page 392,Text,No
mobot31753002397781,6311,2912181,399,Page 393,Text,No
mobot31753002397781,6311,2912182,400,Page 394,Text,No
mobot31753002397781,6311,2912183,401,Page 395,Text,No
mobot31753002397781,6311,2912184,402,Page 396,Text,No
mobot31753002397781,6311,2912185,403,Page 397,Text,No
mobot31753002397781,6311,2912186,404,Page 398,Text,No
mobot31753002397781,6311,2912187,405,Page 399,Text,No
mobot31753002397781,6311,2912188,406,Page 400,Text,No
mobot31753002397781,6311,2912189,407,Page 401,Text,No
mobot31753002397781,6311,2912190,408,Page 402,Text,No
mobot31753002397781,6311,2912191,409,Page 403,Text,No
mobot31753002397781,6311,2912192,410,Page 404,Text,No
mobot31753002397781,6311,2912193,411,Page 405,Text,No
mobot31753002397781,6311,2912194,412,Page 406,Text,No
mobot31753002397781,6311,2912195,413,Page 407,Text,No
mobot31753002397781,6311,2912196,414,Page 408,Text,No
mobot31753002397781,6311,2912197,415,Page 409,Text,No
mobot31753002397781,6311,2912198,416,Page 410,Text,No
mobot31753002397781,6311,2912199,417,Page 411,Text,No
mobot31753002397781,6311,2912200,418,Page 412,Text,No
mobot31753002397781,6311,2912201,419,Page 413,Text,No
mobot31753002397781,6311,2912202,420,Page 414,Text,No
mobot31753002397781,6311,2912203,421,Page 415,Text,No
mobot31753002397781,6311,2912204,422,Page 416,Text,No
mobot31753002397781,6311,2912205,423,Page 417,Text,No
mobot31753002397781,6311,2912206,424,Page 418,Text,No
mobot31753002397781,6311,2912207,425,Tab. XXIII,"Text, Illustration",Yes
mobot31753002397781,6311,2912208,426,Tab. XXIV,"Text, Illustration",Yes
mobot31753002397781,6311,2912209,427,Tab. XXV,"Text, Illustration",Yes
mobot31753002397781,6311,2912210,428,Page 419,Text,No
mobot31753002397781,6311,2912211,429,Page 420,Text,No
mobot31753002397781,6311,2912212,430,Page 421,Text,No
mobot31753002397781,6311,2912213,431,Page 422,Text,No
mobot31753002397781,6311,2912214,432,,"Text, Illustration",Yes
mobot31753002397781,6311,2912215,433,Page 423,Text,No
mobot31753002397781,6311,2912216,434,Page 424,Text,No
mobot31753002397781,6311,2912217,435,Page 425,Text,No
mobot31753002397781,6311,2912218,436,Page 426,Text,No
mobot31753002397781,6311,2912219,437,Page 427,Text,No
mobot31753002397781,6311,2912220,438,Page 428,Text,No
mobot31753002397781,6311,2912221,439,Page 429,Text,No
mobot31753002397781,6311,2912222,440,Page 430,Text,No
mobot31753002397781,6311,2912223,441,Page 431,Text,No
mobot31753002397781,6311,2912224,442,Page 432,Text,No
mobot31753002397781,6311,2912225,443,Page 433,Text,No
mobot31753002397781,6311,2912226,444,Page [435],"Text, Index",No
mobot31753002397781,6311,2912227,445,Page 436,"Text, Index",No
mobot31753002719497,7354,469088,1,,"Title Page, Text",No
mobot31753002719497,7354,469089,2,,Text,No
mobot31753002719497,7354,469090,3,Plate 73,Illustration,Yes
mobot31753002719497,7354,469091,4,,Text,No
mobot31753002719497,7354,469092,5,Plate 74,Illustration,Yes
mobot31753002719497,7354,469093,6,,Text,No
mobot31753002719497,7354,469094,7,Plate 75,Illustration,Yes
mobot31753002719497,7354,469095,8,,Text,No
mobot31753002719497,7354,469096,9,Plate 76,Illustration,Yes
mobot31753002719497,7354,469097,10,,Text,No
mobot31753002719497,7354,469098,11,Plate 77,Illustration,Yes
mobot31753002719497,7354,469099,12,,Text,No
mobot31753002719497,7354,469100,13,Plate 78,Illustration,Yes
mobot31753002719497,7354,469101,14,,Text,No
mobot31753002719497,7354,469102,15,Plate 79,Illustration,Yes
mobot31753002719497,7354,469103,16,,Text,No
mobot31753002719497,7354,469104,17,Plate 80,Illustration,Yes
mobot31753002719497,7354,469105,18,,Text,No
mobot31753002719497,7354,469106,19,Plate 81,Illustration,Yes
mobot31753002719497,7354,469107,20,,Text,No
mobot31753002719497,7354,469108,21,Plate 82,Illustration,Yes
mobot31753002719497,7354,469109,22,,Text,No
mobot31753002719497,7354,469110,23,Plate 83,Illustration,Yes
mobot31753002719497,7354,469111,24,,Text,No
mobot31753002719497,7354,469112,25,Plate 84,Illustration,Yes
mobot31753002719497,7354,469113,26,,Text,No
mobot31753002719497,7354,469114,27,Plate 85,Illustration,Yes
mobot31753002719497,7354,469115,28,,Text,No
mobot31753002719497,7354,469116,29,Plate 86,Illustration,Yes
mobot31753002719497,7354,469117,30,,Text,No
mobot31753002719497,7354,469118,31,Plate 87,Illustration,Yes
mobot31753002719497,7354,469119,32,,Text,No
mobot31753002719497,7354,469120,33,Plate 88,Illustration,Yes
mobot31753002719497,7354,469121,34,,Text,No
mobot31753002719497,7354,469122,35,Plate 89,Illustration,Yes
mobot31753002719497,7354,469123,36,,Text,No
mobot31753002719497,7354,469124,37,Plate 90,Illustration,Yes
mobot31753002719497,7354,469125,38,,Text,No
mobot31753002719497,7354,469126,39,Plate 91,Illustration,Yes
mobot31753002719497,7354,469127,40,,Text,No
mobot31753002719497,7354,469128,41,Plate 92,Illustration,Yes
mobot31753002719497,7354,469129,42,,Text,No
mobot31753002719497,7354,469130,43,Plate 93,Illustration,Yes
mobot31753002719497,7354,469131,44,,Text,No
mobot31753002719497,7354,469132,45,Plate 94,Illustration,Yes
mobot31753002719497,7354,469133,46,,Text,No
mobot31753002719497,7354,469134,47,Plate 95,Illustration,Yes
mobot31753002719497,7354,469135,48,,Text,No
mobot31753002719497,7354,469136,49,Plate 96,Illustration,Yes
mobot31753002719497,7354,469137,50,,Text,No
mobot31753002719497,7354,469138,51,Plate 97,Illustration,Yes
mobot31753002719497,7354,469139,52,,Text,No
mobot31753002719497,7354,469140,53,Plate 98,Illustration,Yes
mobot31753002719497,7354,469141,54,,Text,No
mobot31753002719497,7354,469142,55,Plate 99,Illustration,Yes
mobot31753002719497,7354,469143,56,,Text,No
mobot31753002719497,7354,469144,57,Plate 100,Illustration,Yes
mobot31753002719497,7354,469145,58,,Text,No
mobot31753002719497,7354,469146,59,Plate 101,Illustration,Yes
mobot31753002719497,7354,469147,60,,Text,No
mobot31753002719497,7354,469148,61,Plate 102,Illustration,Yes
mobot31753002719497,7354,469149,62,,Text,No
mobot31753002719497,7354,469150,63,,Text,No
mobot31753002719497,7354,469151,64,Plate 103,Illustration,Yes
mobot31753002719497,7354,469152,65,,Text,No
mobot31753002719497,7354,469153,66,Plate 104,Illustration,Yes
mobot31753002719497,7354,469154,67,,Text,No
mobot31753002719497,7354,469155,68,Plate 105,Illustration,Yes
mobot31753002719497,7354,469156,69,,Text,No
mobot31753002719497,7354,469157,70,Plate 106,Illustration,Yes
mobot31753002719497,7354,469158,71,,Text,No
mobot31753002719497,7354,469159,72,Plate 107,Illustration,Yes
mobot31753002719497,7354,469160,73,,Text,No
mobot31753002719497,7354,469161,74,Plate 108,Illustration,Yes
mobot31753002719497,7354,469162,75,,Text,No
mobot31753002719497,7354,469163,76,,"Title Page, Text",No
mobot31753002719497,7354,469164,77,,Text,No
mobot31753002719497,7354,469165,78,Plate 109,Illustration,Yes
mobot31753002719497,7354,469166,79,,Text,No
mobot31753002719497,7354,469167,80,Plate 110,Illustration,Yes
mobot31753002719497,7354,469168,81,,Text,No
mobot31753002719497,7354,469169,82,Plate 111,Illustration,Yes
mobot31753002719497,7354,469170,83,,Text,No
mobot31753002719497,7354,469171,84,Plate 112,Illustration,Yes
mobot31753002719497,7354,469172,85,,Text,No
mobot31753002719497,7354,469173,86,Plate 113,Illustration,Yes
mobot31753002719497,7354,469174,87,,Text,No
mobot31753002719497,7354,469175,88,Plate 114,Illustration,Yes
mobot31753002719497,7354,469176,89,,Text,No
mobot31753002719497,7354,469177,90,Plate 115,Illustration,Yes
mobot31753002719497,7354,469178,91,,Text,No
mobot31753002719497,7354,469179,92,Plate 116,Illustration,Yes
mobot31753002719497,7354,469180,93,,Text,No
mobot31753002719497,7354,469181,94,Plate 117,Illustration,Yes
mobot31753002719497,7354,469182,95,,Text,No
mobot31753002719497,7354,469183,96,,Text,No
mobot31753002719497,7354,469184,97,Plate 118,Illustration,Yes
mobot31753002719497,7354,469185,98,,Text,No
mobot31753002719497,7354,469186,99,,Text,No
mobot31753002719497,7354,469187,100,,Text,No
mobot31753002719497,7354,469188,101,,Text,No
mobot31753002719497,7354,469189,102,,Text,No
mobot31753002719497,7354,469190,103,Plate 119,Illustration,Yes
mobot31753002719497,7354,469191,104,Plate 120,Text,No
mobot31753002719497,7354,469192,105,,Text,No
mobot31753002719497,7354,469193,106,Plate 121,Illustration,Yes
mobot31753002719497,7354,469194,107,Plate 122,Illustration,Yes
mobot31753002719497,7354,469195,108,,Text,No
mobot31753002719497,7354,469196,109,,Text,No
mobot31753002719497,7354,469197,110,Plate 123,Illustration,Yes
mobot31753002719497,7354,469198,111,,Text,No
mobot31753002719497,7354,469199,112,Plate 124,Illustration,Yes
mobot31753002719497,7354,469200,113,,Text,No
mobot31753002719497,7354,469201,114,Plate 125,Illustration,Yes
mobot31753002719497,7354,469202,115,,Text,No
mobot31753002719497,7354,469203,116,Plate 126,Illustration,Yes
mobot31753002719497,7354,469204,117,,Text,No
mobot31753002719497,7354,469205,118,Plate 127,Illustration,Yes
mobot31753002719497,7354,469206,119,,Text,No
mobot31753002719497,7354,469207,120,Plate 128,Illustration,Yes
mobot31753002719497,7354,469208,121,,Text,No
mobot31753002719497,7354,469209,122,Plate 129,Illustration,Yes
mobot31753002719497,7354,469210,123,,Text,No
mobot31753002719497,7354,469211,124,Plate 130,Illustration,Yes
mobot31753002719497,7354,469212,125,,Text,No
mobot31753002719497,7354,469213,126,,Text,No
mobot31753002719497,7354,469214,127,Plate 131,Illustration,Yes
mobot31753002719497,7354,469215,128,,Text,No
mobot31753002719497,7354,469216,129,Plate 132,Illustration,Yes
mobot31753002719497,7354,469217,130,,Text,No
mobot31753002719497,7354,469218,131,Plate 133,Illustration,Yes
mobot31753002719497,7354,469219,132,,Text,No
mobot31753002719497,7354,469220,133,Plate 134,Illustration,Yes
mobot31753002719497,7354,469221,134,,Text,No
mobot31753002719497,7354,469222,135,Plate 135,Illustration,Yes
mobot31753002719497,7354,469223,136,,Text,No
mobot31753002719497,7354,469224,137,Plate 136,Illustration,Yes
mobot31753002719497,7354,469225,138,,Text,No
mobot31753002719497,7354,469226,139,Plate 137,Illustration,Yes
mobot31753002719497,7354,469227,140,,Text,No
mobot31753002719497,7354,469228,141,Plate 138,Illustration,Yes
mobot31753002719497,7354,469229,142,,Text,No
mobot31753002719497,7354,469230,143,Plate 139,Illustration,Yes
mobot31753002719497,7354,469231,144,,Text,No
mobot31753002719497,7354,469232,145,Plate 140,Illustration,Yes
mobot31753002719497,7354,469233,146,,Text,No
mobot31753002719497,7354,469234,147,Plate 141,Illustration,Yes
mobot31753002719497,7354,469235,148,,Text,No
mobot31753002719497,7354,469236,149,Plate 142,Illustration,Yes
mobot31753002719497,7354,469237,150,,Text,No
mobot31753002719497,7354,469238,151,Plate 143,Illustration,Yes
mobot31753002719497,7354,469239,152,,Text,No
mobot31753002719497,7354,469240,153,Plate 144,Illustration,Yes
mobot31753002719497,7354,469241,154,,Text,No
mobot31753002382536,7374,6464651,1,,"Title Page, Illustration",Yes
mobot31753002382536,7374,6464652,2,,Text,No
mobot31753002382536,7374,6464653,3,Page 1,"Text, Illustration",Yes
mobot31753002382536,7374,6464654,4,Page 2,Text,No
mobot31753002382536,7374,6464655,5,Page 3,Text,No
mobot31753002382536,7374,6464656,6,Page 4,Text,No
mobot31753002382536,7374,6464657,7,Page 5,Text,No
mobot31753002382536,7374,6464658,8,Page 6,Text,No
mobot31753002382536,7374,6464659,9,Page 7,"Text, Illustration",Yes
mobot31753002382536,7374,6464660,10,Page 8,Text,No
mobot31753002382536,7374,6464661,11,Page 9,Text,No
mobot31753002382536,7374,6464662,12,Page 10,Text,No
mobot31753002382536,7374,6464663,13,Page 11,Text,No
mobot31753002382536,7374,6464664,14,Page 12,Text,No
mobot31753002382536,7374,6464665,15,Page 13,"Text, Illustration",Yes
mobot31753002382536,7374,6464666,16,Page 14,Text,No
mobot31753002382536,7374,6464667,17,Page 15,"Text, Illustration",Yes
mobot31753002382536,7374,6464668,18,Page 16,Text,No
mobot31753002382536,7374,6464669,19,Page 17,"Text, Illustration",Yes
mobot31753002382536,7374,6464670,20,Page 18,Text,No
mobot31753002382536,7374,6464671,21,Page 19,Text,No
mobot31753002382536,7374,6464672,22,Page 20,Text,No
mobot31753002382536,7374,6464673,23,Page 21,Text,No
mobot31753002382536,7374,6464674,24,Page 22,Text,No
mobot31753002382536,7374,6464675,25,Page 23,Text,No
mobot31753002382536,7374,6464676,26,Page 24,Text,No
mobot31753002382536,7374,6464677,27,Page 25,Text,No
mobot31753002382536,7374,6464678,28,Page 26,Text,No
mobot31753002382536,7374,6464679,29,Page 27,Text,No
mobot31753002382536,7374,6464680,30,Page 28,Text,No
mobot31753002382536,7374,6464681,31,Page 29,Text,No
mobot31753002382536,7374,6464682,32,Page 30,Text,No
mobot31753002382536,7374,6464683,33,Page 31,Text,No
mobot31753002382536,7374,6464684,34,Page 32,Text,No
mobot31753002382536,7374,6464685,35,Page 33,Text,No
mobot31753002382536,7374,6464686,36,Page 34,Text,No
mobot31753002382536,7374,6464687,37,Page 35,Text,No
mobot31753002382536,7374,6509493,38,Page 36,Text,No
mobot31753002382536,7374,6509494,39,Page 37,Text,No
mobot31753002382536,7374,6464688,40,Page 38,Text,No
mobot31753002382536,7374,6464689,41,Page 39,Text,No
mobot31753002382536,7374,6464690,42,Page 40,Text,No
mobot31753002382536,7374,6464691,43,,Text,No
mobot31753002382536,7374,6464692,44,,Text,No
mobot31753002382536,7374,6464693,45,,"Text, Illustration",Yes
mobot31753002382536,7374,6464694,46,,Text,No
mobot31753002382536,7374,6464695,47,,Text,No
mobot31753002382536,7374,6464696,48,Page 42,Text,No
mobot31753002382536,7374,6464697,49,Page 43,Text,No
mobot31753002382536,7374,6464698,50,Page 44,Text,No
mobot31753002382536,7374,6464699,51,Page 45,Text,No
mobot31753002382536,7374,6464700,52,Page 46,Text,No
mobot31753002382536,7374,6464701,53,Page 47,Text,No
mobot31753002382536,7374,6464702,54,Page 48,Text,No
mobot31753002382536,7374,6464703,55,Page 49,Text,No
mobot31753002382536,7374,6464704,56,Page 50,Text,No
mobot31753002382536,7374,6464705,57,Page 51,Text,No
mobot31753002382536,7374,6464706,58,Page 52,Text,No
mobot31753002382536,7374,6464707,59,Page 53,Text,No
mobot31753002382536,7374,6464708,60,Page 54,Text,No
mobot31753002382536,7374,6464709,61,Page 55,Text,No
mobot31753002382536,7374,6464710,62,Page 56,Text,No
mobot31753002382536,7374,6464711,63,Page 57,Text,No
mobot31753002382536,7374,6464712,64,Page 58,Text,No
mobot31753002382536,7374,6464713,65,Page 59,Text,No
mobot31753002382536,7374,6464714,66,Page 60,Text,No
mobot31753002382536,7374,6464715,67,Page 61,Text,No
mobot31753002382536,7374,6464716,68,Page 62,Text,No
mobot31753002382536,7374,6464717,69,Page 63,Text,No
mobot31753002382536,7374,6464718,70,Page 64,Text,No
mobot31753002382536,7374,6464719,71,Page 65,Text,No
mobot31753002382536,7374,6464720,72,Page 66,Text,No
mobot31753002382536,7374,6464721,73,Page 67,Text,No
mobot31753002382536,7374,6464722,74,Page 68,Text,No
mobot31753002382536,7374,6464723,75,Page 69,Text,No
mobot31753002382536,7374,6464724,76,Page 70,Text,No
mobot31753002382536,7374,6464725,77,Page 71,Text,No
mobot31753002382536,7374,6464726,78,Page 72,Text,No
mobot31753002382536,7374,6464727,79,Page 73,Text,No
mobot31753002382536,7374,6464728,80,Page 74,Text,No
mobot31753002382536,7374,6464729,81,Page 75,Text,No
mobot31753002382536,7374,6464730,82,Page 76,Text,No
mobot31753002382536,7374,6464731,83,Page 77,Text,No
mobot31753002382536,7374,6464732,84,Page 78,Text,No
